"","Date","X1","Player","#","Nation","Pos","Min","Tkl","TklW","Def 3rd","Mid 3rd","Att 3rd","Tkl.1","Att","Tkl%","Past","Press","Succ","%","Def 3rd.1","Mid 3rd.1","Att 3rd.1","Blocks","Sh","ShSv","Pass","Int","Clr","Err","Team","Opponent","X32","game_week"
"2831","11/9/19",3113,"Oliver Norwood",16,"nir NIR","DM",90,2,2,2,0,0,1,3,33.3,2,19,6,31.6,9,6,4,1,0,0,1,3,4,0,"Sheffield Utd","Tottenham",NA,12
"2832","11/9/19",3114,"Enda Stevens",3,"ie IRL","WB",90,4,3,3,0,1,2,2,100,0,17,5,29.4,9,6,2,3,1,0,2,0,4,1,"Sheffield Utd","Tottenham",NA,12
"2833","11/9/19",3115,"George Baldock",2,"eng ENG","WB",90,3,2,1,0,2,2,3,66.7,1,14,4,28.6,8,3,3,1,0,0,1,0,4,0,"Sheffield Utd","Tottenham",NA,12
"2834","11/9/19",3116,"Jack O'Connell",5,"eng ENG","CB",90,1,1,0,1,0,0,1,0,1,14,4,28.6,12,1,1,0,0,0,0,2,5,0,"Sheffield Utd","Tottenham",NA,12
"2835","11/9/19",3117,"John Egan",12,"ie IRL","CB",90,2,1,1,1,0,1,1,100,0,10,2,20,9,1,0,2,1,0,1,3,7,0,"Sheffield Utd","Tottenham",NA,12
"2836","11/9/19",3118,"Chris Basham",6,"eng ENG","CB",90,3,2,2,0,1,1,3,33.3,2,10,2,20,7,2,1,2,1,0,1,1,8,0,"Sheffield Utd","Tottenham",NA,12
"2837","11/9/19",3119,"Dean Henderson",1,"eng ENG","GK",90,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,"Sheffield Utd","Tottenham",NA,12
"2838","11/9/19",3120,"Ashley Barnes",10,"at AUT","FW",80,1,1,0,1,0,0,1,0,1,18,8,44.4,1,15,2,3,1,0,2,0,2,0,"Burnley","West Ham",NA,12
"2839","11/9/19",3121,"Jay Rodriguez",19,"eng ENG","FW",10,0,0,0,0,0,0,0,NA,0,1,1,100,0,0,1,0,0,0,0,0,0,0,"Burnley","West Ham",NA,12
"2840","11/9/19",3122,"Chris Wood",9,"nz NZL","FW",89,0,0,0,0,0,0,1,0,1,13,5,38.5,0,9,4,2,0,0,2,0,0,0,"Burnley","West Ham",NA,12
"2841","11/9/19",3123,"Robbie Brady",12,"ie IRL","RW",1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,"Burnley","West Ham",NA,12
"2842","11/9/19",3124,"Dwight McNeil",11,"eng ENG","CM",90,0,0,0,0,0,0,0,NA,0,18,3,16.7,7,9,2,0,0,0,0,1,0,0,"Burnley","West Ham",NA,12
"2843","11/9/19",3125,"Jeff Hendrick",13,"ie IRL","CM",90,0,0,0,0,0,0,0,NA,0,16,3,18.8,4,9,3,2,0,0,2,2,0,0,"Burnley","West Ham",NA,12
"2844","11/9/19",3126,"Ashley Westwood",18,"eng ENG","DM",90,2,1,1,1,0,1,2,50,1,28,10,35.7,11,15,2,3,0,0,3,0,1,0,"Burnley","West Ham",NA,12
"2845","11/9/19",3127,"Jack Cork",4,"eng ENG","DM",90,2,2,1,1,0,1,2,50,1,17,10,58.8,6,10,1,1,0,0,1,0,3,0,"Burnley","West Ham",NA,12
"2846","11/9/19",3128,"Charlie Taylor",3,"eng ENG","LB",90,0,0,0,0,0,0,0,NA,0,10,2,20,5,4,1,2,0,0,2,1,6,0,"Burnley","West Ham",NA,12
"2847","11/9/19",3129,"Ben Mee",6,"eng ENG","CB",90,2,1,1,1,0,2,2,100,0,5,1,20,2,3,0,0,0,0,0,1,11,0,"Burnley","West Ham",NA,12
"2848","11/9/19",3130,"James Tarkowski",5,"eng ENG","CB",90,0,0,0,0,0,0,0,NA,0,4,2,50,3,1,0,1,1,0,0,0,14,0,"Burnley","West Ham",NA,12
"2849","11/9/19",3131,"Phil Bardsley",26,"sco SCO","RB",90,2,2,1,1,0,1,1,100,0,6,1,16.7,3,3,0,4,0,0,4,4,6,0,"Burnley","West Ham",NA,12
"2850","11/9/19",3132,"Nick Pope",1,"eng ENG","GK",90,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,"Burnley","West Ham",NA,12
"2851","11/9/19",3133,"Sebastien Haller",22,"fr FRA","FW",90,0,0,0,0,0,0,0,NA,0,10,2,20,1,4,5,0,0,0,0,0,1,0,"West Ham","Burnley",NA,12
"2852","11/9/19",3134,"Pablo Fornals",18,"es ESP","AM",63,0,0,0,0,0,0,0,NA,0,5,1,20,1,2,2,0,0,0,0,0,0,0,"West Ham","Burnley",NA,12
"2853","11/9/19",3135,"Albian Ajeti",27,"ch SUI","FW",27,0,0,0,0,0,0,0,NA,0,5,0,0,1,2,2,0,0,0,0,0,0,0,"West Ham","Burnley",NA,12
"2854","11/9/19",3136,"Felipe Anderson",8,"br BRA","CM",55,0,0,0,0,0,0,1,0,1,5,2,40,0,5,0,1,0,0,1,0,1,0,"West Ham","Burnley",NA,12
"2855","11/9/19",3137,"Manuel Lanzini",10,"ar ARG","CM",35,0,0,0,0,0,0,4,0,4,10,1,10,2,8,0,0,0,0,0,0,1,0,"West Ham","Burnley",NA,12
"2856","11/9/19",3138,"Robert Snodgrass",11,"sco SCO","DM,CM",90,1,0,1,0,0,0,4,0,4,21,6,28.6,8,12,1,0,0,0,0,2,0,0,"West Ham","Burnley",NA,12
"2857","11/9/19",3139,"Mark Noble",16,"eng ENG","DM",19,0,0,0,0,0,0,0,NA,0,3,1,33.3,0,3,0,0,0,0,0,0,0,0,"West Ham","Burnley",NA,12
"2858","11/9/19",3140,"Andriy Yarmolenko",7,"ua UKR","CM",71,2,1,1,1,0,1,2,50,1,15,4,26.7,3,9,3,1,0,0,1,1,0,0,"West Ham","Burnley",NA,12
"2859","11/9/19",3141,"Declan Rice",41,"eng ENG","DM",90,2,2,1,1,0,1,4,25,3,17,2,11.8,9,6,2,0,0,0,0,2,1,0,"West Ham","Burnley",NA,12
"2860","11/9/19",3142,"Aaron Cresswell",3,"eng ENG","LB",90,1,1,0,1,0,0,0,NA,0,4,1,25,0,3,1,2,1,0,1,1,1,0,"West Ham","Burnley",NA,12
"2861","11/9/19",3143,"Issa Diop",23,"fr FRA","CB",90,1,0,0,1,0,0,0,NA,0,8,2,25,7,1,0,2,0,0,2,5,8,0,"West Ham","Burnley",NA,12
"2862","11/9/19",3144,"Fabian Balbuena",4,"py PAR","CB",90,3,1,2,1,0,2,3,66.7,1,8,2,25,6,2,0,0,0,0,0,1,8,1,"West Ham","Burnley",NA,12
"2863","11/9/19",3145,"Ryan Fredericks",24,"eng ENG","RB",90,3,1,3,0,0,3,3,100,0,9,2,22.2,7,2,0,3,0,0,3,0,4,0,"West Ham","Burnley",NA,12
"2864","11/9/19",3146,"Roberto",13,"es ESP","GK",90,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,"West Ham","Burnley",NA,12
"2865","11/9/19",3147,"Joelinton",9,"br BRA","FW",82,0,0,0,0,0,0,1,0,1,17,1,5.9,0,8,9,2,0,0,2,1,1,0,"Newcastle Utd","Bournemouth",NA,12
"2866","11/9/19",3148,"Andy Carroll",7,"eng ENG","FW",8,1,0,1,0,0,1,1,100,0,2,1,50,2,0,0,0,0,0,0,0,2,0,"Newcastle Utd","Bournemouth",NA,12
"2867","11/9/19",3149,"Allan Saint-Maximin",10,"fr FRA","LW",89,1,0,1,0,0,0,3,0,3,19,6,31.6,2,8,9,4,2,0,2,1,1,0,"Newcastle Utd","Bournemouth",NA,12
"2868","11/9/19",3150,"Christian Atsu",30,"gh GHA","LW",1,0,0,0,0,0,0,0,NA,0,2,0,0,1,0,1,0,0,0,0,0,0,0,"Newcastle Utd","Bournemouth",NA,12
"2869","11/9/19",3151,"Miguel Almiron",24,"py PAR","RW",90,2,1,0,1,1,0,1,0,1,32,9,28.1,12,8,12,2,0,0,2,0,0,0,"Newcastle Utd","Bournemouth",NA,12
"2870","11/9/19",3152,"Jonjo Shelvey",8,"eng ENG","CM",90,2,1,1,1,0,0,1,0,1,19,1,5.3,8,9,2,0,0,0,0,1,3,0,"Newcastle Utd","Bournemouth",NA,12
"2871","11/9/19",3153,"Isaac Hayden",14,"eng ENG","CM",90,2,2,0,1,1,0,3,0,3,24,5,20.8,14,5,5,0,0,0,0,1,2,0,"Newcastle Utd","Bournemouth",NA,12
"2872","11/9/19",3154,"Jetro Willems",15,"nl NED","WB",90,2,2,1,0,1,0,2,0,2,19,3,15.8,6,9,4,2,1,0,1,1,2,0,"Newcastle Utd","Bournemouth",NA,12
"2873","11/9/19",3155,"DeAndre Yedlin",22,"us USA","WB",90,3,3,3,0,0,2,4,50,2,26,12,46.2,18,2,6,4,1,1,3,0,2,0,"Newcastle Utd","Bournemouth",NA,12
"2874","11/9/19",3156,"Ciaran Clark",2,"ie IRL","CB",90,0,0,0,0,0,0,0,NA,0,9,2,22.2,9,0,0,2,1,0,1,0,9,0,"Newcastle Utd","Bournemouth",NA,12
"2875","11/9/19",3157,"Jamaal Lascelles",6,"eng ENG","CB",19,1,1,1,0,0,0,0,NA,0,1,1,100,1,0,0,0,0,0,0,0,1,0,"Newcastle Utd","Bournemouth",NA,12
"2876","11/9/19",3158,"Paul Dummett",3,"wal WAL","CB",71,1,0,1,0,0,0,0,NA,0,10,1,10,7,3,0,1,0,0,1,1,4,0,"Newcastle Utd","Bournemouth",NA,12
"2877","11/9/19",3159,"Federico Fernandez",18,"ar ARG","CB",90,3,3,2,1,0,2,2,100,0,14,3,21.4,11,3,0,5,2,0,3,0,12,0,"Newcastle Utd","Bournemouth",NA,12
"2878","11/9/19",3160,"Martin DÃºbravka",1,"sk SVK","GK",90,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,"Newcastle Utd","Bournemouth",NA,12
"2879","11/9/19",3161,"Joshua King",7,"no NOR","FW",90,0,0,0,0,0,0,2,0,2,23,10,43.5,2,10,11,0,0,0,0,0,1,0,"Bournemouth","Newcastle Utd",NA,12
"2880","11/9/19",3162,"Callum Wilson",13,"eng ENG","FW",90,0,0,0,0,0,0,1,0,1,24,4,16.7,2,10,12,0,0,0,0,0,0,0,"Bournemouth","Newcastle Utd",NA,12
"2881","11/9/19",3163,"Ryan Fraser",24,"sco SCO","CM",90,0,0,0,0,0,0,0,NA,0,7,2,28.6,1,2,4,2,1,0,1,0,0,0,"Bournemouth","Newcastle Utd",NA,12
"2882","11/9/19",3164,"Philip Billing",29,"dk DEN","CM",90,4,3,3,0,1,1,3,33.3,2,26,6,23.1,7,15,4,1,0,0,1,2,5,0,"Bournemouth","Newcastle Utd",NA,12
"2883","11/9/19",3165,"Lewis Cook",16,"eng ENG","CM",90,1,1,1,0,0,1,3,33.3,2,16,4,25,4,11,1,1,1,0,0,3,3,0,"Bournemouth","Newcastle Utd",NA,12
"2884","11/9/19",3166,"Harry Wilson",22,"wal WAL","CM",65,1,0,0,1,0,1,2,50,1,15,2,13.3,7,7,1,3,0,0,3,1,1,0,"Bournemouth","Newcastle Utd",NA,12
"2885","11/9/19",3167,"Simon Francis",2,"eng ENG","CM",25,0,0,0,0,0,0,1,0,1,4,2,50,3,1,0,0,0,0,0,0,2,0,"Bournemouth","Newcastle Utd",NA,12
"2886","11/9/19",3168,"Diego Rico",21,"es ESP","LB",65,0,0,0,0,0,0,0,NA,0,5,3,60,3,1,1,2,1,0,1,1,2,0,"Bournemouth","Newcastle Utd",NA,12
"2887","11/9/19",3169,"Dominic Solanke",9,"eng ENG","LB",25,0,0,0,0,0,0,0,NA,0,8,3,37.5,1,4,3,0,0,0,0,0,0,0,"Bournemouth","Newcastle Utd",NA,12
"2888","11/9/19",3170,"Nathan Ake",5,"nl NED","CB",90,3,2,2,1,0,0,0,NA,0,9,2,22.2,4,5,0,1,1,0,0,0,6,0,"Bournemouth","Newcastle Utd",NA,12
"2889","11/9/19",3171,"Steve Cook",3,"eng ENG","CB",90,2,2,2,0,0,1,2,50,1,8,4,50,6,2,0,3,3,0,0,0,12,0,"Bournemouth","Newcastle Utd",NA,12
"2890","11/9/19",3172,"Adam Smith",15,"eng ENG","RB",77,2,2,2,0,0,1,2,50,1,13,3,23.1,6,5,2,2,1,0,1,0,6,0,"Bournemouth","Newcastle Utd",NA,12
"2891","11/9/19",3173,"Arnaut Danjuma Groeneveld",14,"nl NED","RB",13,0,0,0,0,0,0,1,0,1,4,1,25,2,2,0,0,0,0,0,0,1,0,"Bournemouth","Newcastle Utd",NA,12
"2892","11/9/19",3174,"Aaron Ramsdale",12,"eng ENG","GK",90,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,"Bournemouth","Newcastle Utd",NA,12
"2893","11/9/19",3175,"Danny Ings",9,"eng ENG","FW",90,1,1,0,0,1,0,2,0,2,28,8,28.6,5,11,12,4,1,0,3,0,0,0,"Southampton","Everton",NA,12
"2894","11/9/19",3176,"Moussa Djenepo",12,"ml MLI","LW,WB",90,1,0,1,0,0,0,0,NA,0,20,3,15,4,8,8,1,0,0,1,0,2,0,"Southampton","Everton",NA,12
"2895","11/9/19",3177,"Nathan Redmond",22,"eng ENG","RW",80,1,0,1,0,0,0,0,NA,0,26,2,7.7,9,7,10,2,0,0,2,0,0,0,"Southampton","Everton",NA,12
"2896","11/9/19",3178,"Che Adams",10,"eng ENG","RW",10,0,0,0,0,0,0,0,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"Southampton","Everton",NA,12
"2897","11/9/19",3179,"Oriol Romeu",14,"es ESP","CM",90,0,0,0,0,0,0,5,0,5,24,8,33.3,12,11,1,2,1,0,1,1,5,0,"Southampton","Everton",NA,12
"2898","11/9/19",3180,"James Ward-Prowse",16,"eng ENG","CM",90,2,2,1,1,0,0,3,0,3,21,8,38.1,9,12,0,1,1,0,0,1,1,0,"Southampton","Everton",NA,12
"2899","11/9/19",3181,"Cedric Soares",2,"pt POR","WB",45,0,0,0,0,0,0,0,NA,0,10,1,10,4,5,1,1,1,0,0,0,1,0,"Southampton","Everton",NA,12
"2900","11/9/19",3182,"Sofiane Boufal",19,"ma MAR","LW,WB",45,2,2,1,1,0,0,1,0,1,5,3,60,2,2,1,0,0,0,0,0,0,0,"Southampton","Everton",NA,12
"2901","11/9/19",3183,"Stuart Armstrong",17,"sco SCO","WB",89,3,3,1,1,1,0,1,0,1,19,6,31.6,8,8,3,2,0,0,2,1,3,1,"Southampton","Everton",NA,12
"2902","11/9/19",3184,"Michael Obafemi",20,"ie IRL","WB",1,0,0,0,0,0,0,1,0,1,2,1,50,2,0,0,0,0,0,0,0,0,0,"Southampton","Everton",NA,12
"2903","11/9/19",3185,"Jannik Vestergaard",4,"dk DEN","CB",90,3,0,3,0,0,1,1,100,0,8,2,25,6,1,1,1,1,0,0,0,7,0,"Southampton","Everton",NA,12
"2904","11/9/19",3186,"Jack Stephens",5,"eng ENG","CB",90,1,1,1,0,0,1,3,33.3,2,6,2,33.3,4,2,0,6,3,0,3,2,6,0,"Southampton","Everton",NA,12
"2905","11/9/19",3187,"Jan Bednarek",35,"pl POL","CB",90,4,1,4,0,0,3,5,60,2,15,4,26.7,10,5,0,6,2,0,4,1,10,1,"Southampton","Everton",NA,12
"2906","11/9/19",3188,"Alex McCarthy",1,"eng ENG","GK",90,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,"Southampton","Everton",NA,12
"2907","11/9/19",3189,"Cenk Tosun",14,"tr TUR","FW",73,0,0,0,0,0,0,0,NA,0,11,5,45.5,0,7,4,1,1,0,0,0,1,0,"Everton","Southampton",NA,12
"2908","11/9/19",3190,"Dominic Calvert-Lewin",9,"eng ENG","FW",17,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,"Everton","Southampton",NA,12
"2909","11/9/19",3191,"Richarlison",7,"br BRA","LW",88,2,2,1,1,0,0,1,0,1,16,5,31.3,4,6,6,0,0,0,0,0,1,0,"Everton","Southampton",NA,12
"2910","11/9/19",3192,"Michael Keane",5,"eng ENG","CB,LW",2,0,0,0,0,0,0,1,0,1,2,0,0,1,1,0,0,0,0,0,1,1,0,"Everton","Southampton",NA,12
"2911","11/9/19",3193,"Theo Walcott",11,"eng ENG","RW",73,0,0,0,0,0,0,0,NA,0,6,2,33.3,1,3,2,0,0,0,0,0,0,0,"Everton","Southampton",NA,12
"2912","11/9/19",3194,"Alex Iwobi",17,"ng NGA","RW,AM",17,2,1,2,0,0,1,1,100,0,1,1,100,1,0,0,0,0,0,0,0,0,0,"Everton","Southampton",NA,12
"2913","11/9/19",3195,"Gylfi Sigurdsson",10,"is ISL","AM",90,2,1,0,2,0,1,3,33.3,2,21,9,42.9,1,14,6,1,0,0,1,1,1,0,"Everton","Southampton",NA,12
"2914","11/9/19",3196,"Tom Davies",26,"eng ENG","CM",90,2,0,0,1,1,0,2,0,2,8,1,12.5,2,5,1,0,0,0,0,3,3,0,"Everton","Southampton",NA,12
"2915","11/9/19",3197,"Morgan Schneiderlin",18,"fr FRA","DM",90,2,1,0,2,0,0,4,0,4,16,6,37.5,4,12,0,0,0,0,0,1,2,0,"Everton","Southampton",NA,12
"2916","11/9/19",3198,"Lucas Digne",12,"fr FRA","LB",90,2,0,1,1,0,0,1,0,1,11,2,18.2,4,7,0,2,0,0,2,3,5,0,"Everton","Southampton",NA,12
"2917","11/9/19",3199,"Mason Holgate",2,"eng ENG","CB",90,4,3,2,2,0,2,2,100,0,6,3,50,5,1,0,0,0,0,0,0,7,0,"Everton","Southampton",NA,12
"2918","11/9/19",3200,"Yerry Mina",13,"co COL","CB",90,2,0,1,0,1,2,3,66.7,1,4,1,25,3,0,1,0,0,0,0,0,8,0,"Everton","Southampton",NA,12
"2919","11/9/19",3201,"Djibril Sidibe",19,"fr FRA","RB",90,8,4,5,2,1,4,5,80,1,24,7,29.2,13,8,3,0,0,0,0,1,0,0,"Everton","Southampton",NA,12
"2920","11/9/19",3202,"Jordan Pickford",1,"eng ENG","GK",90,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,"Everton","Southampton",NA,12
"2921","11/9/19",3203,"Jamie Vardy",9,"eng ENG","FW",90,0,0,0,0,0,0,0,NA,0,22,4,18.2,0,6,16,1,0,0,1,0,0,0,"Leicester City","Arsenal",NA,12
"2922","11/9/19",3204,"Harvey Barnes",15,"eng ENG","CM",73,0,0,0,0,0,0,0,NA,0,6,1,16.7,1,3,2,0,0,0,0,0,0,0,"Leicester City","Arsenal",NA,12
"2923","11/9/19",3222,"Sead Kolasinac",31,"ba BIH","WB,LB",90,6,3,4,2,0,1,1,100,0,18,5,27.8,12,5,1,1,0,0,1,1,1,0,"Arsenal","Leicester City",NA,12
"2924","11/9/19",3223,"Hector Bellerin",2,"es ESP","WB,RB",90,1,1,0,1,0,0,0,NA,0,12,4,33.3,5,5,2,2,1,0,1,0,1,0,"Arsenal","Leicester City",NA,12
"2925","11/9/19",3224,"Rob Holding",16,"eng ENG","CB",76,2,2,1,1,0,0,1,0,1,14,7,50,11,3,0,1,0,0,1,3,1,0,"Arsenal","Leicester City",NA,12
"2926","11/9/19",3225,"Nicolas Pepe",19,"ci CIV","RW",14,0,0,0,0,0,0,0,NA,0,3,1,33.3,0,2,1,0,0,0,0,0,1,0,"Arsenal","Leicester City",NA,12
"2927","11/9/19",3226,"David Luiz",23,"br BRA","CB",90,2,2,1,1,0,1,3,33.3,2,10,6,60,7,3,0,1,1,0,0,1,0,0,"Arsenal","Leicester City",NA,12
"2928","11/9/19",3227,"Calum Chambers",21,"eng ENG","CB",90,1,1,1,0,0,1,1,100,0,8,4,50,7,0,1,2,1,0,1,0,6,0,"Arsenal","Leicester City",NA,12
"2929","11/9/19",3228,"Bernd Leno",1,"de GER","GK",90,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,"Arsenal","Leicester City",NA,12
"2930","12/1/19",3811,"Luke Shaw",23,"eng ENG","LB",12,0,0,0,0,0,0,0,NA,0,2,1,50,0,2,0,0,0,0,0,0,0,0,"Manchester Utd","Aston Villa",NA,14
"2931","12/1/19",3815,"David de Gea",1,"es ESP","GK",90,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,"Manchester Utd","Aston Villa",NA,14
"2932","12/1/19",3812,"Harry Maguire",5,"eng ENG","CB",90,0,0,0,0,0,0,2,0,2,7,1,14.3,6,1,0,1,0,0,1,2,10,0,"Manchester Utd","Aston Villa",NA,14
"2933","12/1/19",3813,"Victor Lindelof",2,"se SWE","CB",90,0,0,0,0,0,0,0,NA,0,6,0,0,4,2,0,0,0,0,0,1,6,0,"Manchester Utd","Aston Villa",NA,14
"2934","12/1/19",3814,"Aaron Wan-Bissaka",29,"eng ENG","RB",90,0,0,0,0,0,0,0,NA,0,10,2,20,4,3,3,4,0,0,4,2,2,0,"Manchester Utd","Aston Villa",NA,14
"2935","12/1/19",3819,"Trezeguet",17,"eg EGY","RW",73,1,1,0,1,0,0,0,NA,0,24,5,20.8,6,13,5,0,0,0,0,2,1,0,"Aston Villa","Manchester Utd",NA,14
"2936","12/1/19",3820,"Conor Hourihane",14,"ie IRL","CM",80,2,2,0,1,1,1,1,100,0,18,3,16.7,3,6,9,4,1,0,3,1,1,0,"Aston Villa","Manchester Utd",NA,14
"2937","12/1/19",3821,"Henri Lansbury",8,"eng ENG","CM",10,1,0,1,0,0,0,0,NA,0,8,1,12.5,4,4,0,2,0,0,2,0,0,0,"Aston Villa","Manchester Utd",NA,14
"2938","12/1/19",3822,"John McGinn",7,"sco SCO","CM",90,6,3,2,2,2,3,6,50,3,34,7,20.6,10,16,8,1,1,0,0,0,1,0,"Aston Villa","Manchester Utd",NA,14
"2939","12/1/19",3823,"Douglas Luiz",6,"br BRA","DM",90,1,1,1,0,0,1,4,25,3,28,4,14.3,14,13,1,1,0,0,1,1,3,0,"Aston Villa","Manchester Utd",NA,14
"2940","12/1/19",3824,"Matt Targett",18,"eng ENG","LB",90,2,2,1,0,1,2,6,33.3,4,15,6,40,6,6,3,4,0,0,4,3,3,0,"Aston Villa","Manchester Utd",NA,14
"2941","12/1/19",3825,"Tyrone Mings",40,"eng ENG","CB",90,1,1,1,0,0,1,1,100,0,2,1,50,1,1,0,1,1,0,0,1,2,0,"Aston Villa","Manchester Utd",NA,14
"2942","12/1/19",3826,"Ezri Konsa Ngoyo",15,"eng ENG","CB",90,0,0,0,0,0,0,0,NA,0,7,2,28.6,5,2,0,3,1,0,2,1,2,1,"Aston Villa","Manchester Utd",NA,14
"2943","12/1/19",3827,"Frederic Guilbert",24,"fr FRA","RB",90,6,3,4,2,0,4,5,80,1,14,4,28.6,7,7,0,5,1,0,4,0,6,0,"Aston Villa","Manchester Utd",NA,14
"2944","12/1/19",3828,"Tom Heaton",1,"eng ENG","GK",90,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,"Aston Villa","Manchester Utd",NA,14
"2945","12/1/19",3816,"Wesley",9,"br BRA","FW",90,0,0,0,0,0,0,0,NA,0,20,8,40,0,13,7,0,0,0,0,0,5,0,"Aston Villa","Manchester Utd",NA,14
"2946","12/1/19",3817,"Jack Grealish",10,"eng ENG","LW",90,1,0,0,1,0,0,0,NA,0,26,6,23.1,5,10,11,2,0,0,2,0,0,0,"Aston Villa","Manchester Utd",NA,14
"2947","12/1/19",3818,"Anwar El Ghazi",21,"nl NED","RW",17,0,0,0,0,0,0,0,NA,0,3,0,0,0,1,2,0,0,0,0,0,0,0,"Aston Villa","Manchester Utd",NA,14
"2948","12/1/19",3751,"Raul Jimenez",9,"mx MEX","FW",90,2,2,0,2,0,1,1,100,0,11,5,45.5,0,5,6,0,0,0,0,1,1,0,"Wolves","Sheffield Utd",NA,14
"2949","12/1/19",3752,"Diogo Jota",18,"pt POR","AM",90,0,0,0,0,0,0,0,NA,0,17,1,5.9,2,10,5,1,0,0,1,1,1,0,"Wolves","Sheffield Utd",NA,14
"2950","12/1/19",3753,"Adama Traore",37,"es ESP","AM",90,2,0,1,1,0,1,2,50,1,15,1,6.7,6,8,1,0,0,0,0,0,0,0,"Wolves","Sheffield Utd",NA,14
"2951","12/1/19",3754,"Joao Moutinho",28,"pt POR","DM",90,2,2,2,0,0,2,6,33.3,4,26,5,19.2,9,12,5,2,0,0,2,1,1,0,"Wolves","Sheffield Utd",NA,14
"2952","12/1/19",3755,"Ruben Neves",8,"pt POR","DM",90,0,0,0,0,0,0,2,0,2,19,5,26.3,8,8,3,0,0,0,0,2,1,0,"Wolves","Sheffield Utd",NA,14
"2953","12/1/19",3756,"Jonny",19,"es ESP","WB",90,1,0,1,0,0,0,1,0,1,23,5,21.7,8,10,5,1,0,0,1,1,1,0,"Wolves","Sheffield Utd",NA,14
"2954","12/1/19",3757,"Matt Doherty",2,"ie IRL","WB",90,3,1,3,0,0,1,1,100,0,7,1,14.3,3,2,2,2,0,0,2,1,3,0,"Wolves","Sheffield Utd",NA,14
"2955","12/1/19",3758,"Maximilian Kilman",49,"eng ENG","CB",90,1,1,1,0,0,0,1,0,1,10,2,20,7,2,1,1,0,0,1,3,10,0,"Wolves","Sheffield Utd",NA,14
"2956","12/1/19",3759,"Conor Coady",16,"eng ENG","CB",90,2,1,1,1,0,2,3,66.7,1,8,3,37.5,7,1,0,0,0,0,0,0,5,0,"Wolves","Sheffield Utd",NA,14
"2957","12/1/19",3760,"Leander Dendoncker",32,"be BEL","CB",90,2,2,2,0,0,0,0,NA,0,12,6,50,10,1,1,0,0,0,0,1,5,0,"Wolves","Sheffield Utd",NA,14
"2958","12/1/19",3761,"Rui PatrÃ­cio",11,"pt POR","GK",90,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,"Wolves","Sheffield Utd",NA,14
"2959","12/1/19",3762,"David McGoldrick",17,"ie IRL","FW",72,2,1,0,2,0,0,1,0,1,21,7,33.3,0,12,9,1,0,0,1,0,1,0,"Sheffield Utd","Wolves",NA,14
"2960","12/1/19",3763,"Oliver McBurnie",9,"sco SCO","FW",18,0,0,0,0,0,0,1,0,1,12,3,25,3,7,2,1,1,0,0,1,2,0,"Sheffield Utd","Wolves",NA,14
"2961","12/1/19",3764,"Lys Mousset",22,"fr FRA","FW",85,1,0,0,1,0,0,1,0,1,26,7,26.9,0,15,11,1,1,0,0,0,0,0,"Sheffield Utd","Wolves",NA,14
"2962","12/1/19",3765,"Callum Robinson",11,"ie IRL","FW",5,0,0,0,0,0,0,0,NA,0,4,2,50,2,1,1,0,0,0,0,0,0,0,"Sheffield Utd","Wolves",NA,14
"2963","12/1/19",3766,"John Fleck",4,"sco SCO","CM",90,1,1,0,0,1,1,5,20,4,30,8,26.7,7,19,4,0,0,0,0,4,2,0,"Sheffield Utd","Wolves",NA,14
"2964","12/1/19",3767,"John Lundstram",7,"eng ENG","CM",89,1,1,1,0,0,0,2,0,2,22,5,22.7,5,11,6,1,1,0,0,1,3,0,"Sheffield Utd","Wolves",NA,14
"2965","12/1/19",3768,"Luke Freeman",8,"eng ENG","CM",1,1,0,0,1,0,1,1,100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"Sheffield Utd","Wolves",NA,14
"2966","12/1/19",3769,"Oliver Norwood",16,"nir NIR","DM",90,4,3,2,1,1,2,5,40,3,25,8,32,8,13,4,0,0,0,0,1,2,0,"Sheffield Utd","Wolves",NA,14
"2967","12/1/19",3770,"Enda Stevens",3,"ie IRL","WB",90,4,4,2,2,0,1,6,16.7,5,34,10,29.4,20,12,2,3,1,0,2,3,5,0,"Sheffield Utd","Wolves",NA,14
